time,forecastID,tempOut,rh,psea,dir,mag
1658146200,18,28.81,81.15,1007.35,S,3
1658146800,6,28.79,80.96,1007.56,S,3
1658147400,6,28.77,80.92,1007.67,S,3
1658148000,15,28.71,80.15,1007.64,S,3
1658148600,6,28.63,80.66,1007.71,S,3
1658149200,6,28.73,81.95,1007.89,S,3
1658149800,6,28.9,81.46,1007.98,S,3
1658150400,6,28.81,80.4,1008.1,S,3
1658151000,6,28.74,80.77,1008.17,S,3
1658151600,6,28.71,80.57,1008.27,S,3
1658152200,15,28.69,80.31,1008.24,S,3
1658152800,6,28.66,81.73,1008.38,S,3
1658153400,6,28.69,81.74,1008.45,S,3
1658154000,6,28.73,82.25,1008.52,S,3
1658154600,15,28.67,81.79,1008.5,S,3
1658155200,23,28.67,80.57,1008.43,S,3
1658155800,15,28.53,78.69,1008.48,S,3
1658156400,23,28.48,77.45,1008.34,S,3
1658157000,23,28.49,77.08,1008.28,S,3
1658157600,23,28.42,75.78,1008.11,S,3
1658158200,23,28.33,73.82,1008.01,S,3
1658158800,23,28.47,79.71,1007.94,S,3
1658159400,23,28.7,81.52,1007.78,S,3
1658160000,23,28.83,81.73,1007.7,S,3
1658160600,23,28.93,81.87,1007.52,S,3
1658161200,23,28.97,78.55,1007.36,S,3
1658161800,23,28.98,78.86,1007.3,S,3
1658162400,23,28.92,78.75,1007.17,S,3
1658163000,18,28.9,78.65,1007.21,S,3
1658163600,18,28.91,78.64,1007.19,S,3
1658164200,18,28.94,78.19,1007.17,S,3
1658164800,23,28.9,78.11,1007.02,S,3
1658165400,23,28.88,77.95,1007.04,S,3
1658166000,18,28.87,78.38,1007.0,S,3
1658166600,18,28.82,78.56,1007.02,S,3
1658167200,6,28.81,78.86,1007.08,S,3
1658167800,18,28.83,78.84,1007.04,S,3
1658168400,23,28.84,79.0,1006.96,S,3
1658169000,18,28.84,78.81,1006.96,S,3
1658169600,18,28.85,78.97,1006.98,S,3
1658170200,18,28.81,78.81,1006.99,S,3
1658170800,18,28.82,78.92,1007.03,S,3
1658171400,18,28.81,78.94,1007.01,S,3
1658172000,18,28.79,78.92,1007.07,S,3
1658172600,6,28.86,78.84,1007.13,S,3
1658173200,6,28.79,78.86,1007.2,S,3
1658173800,23,28.78,79.0,1007.07,S,3
1658174400,23,28.74,78.62,1007.06,S,3
1658175000,18,28.73,78.84,1007.07,S,3
1658175600,6,28.73,78.97,1007.13,S,3
1658176200,18,28.75,79.12,1007.09,S,3
1658176800,18,28.74,79.31,1007.11,S,3
1658177400,6,28.72,79.15,1007.19,S,3
1658178000,6,28.69,79.04,1007.33,S,3
1658178600,6,28.65,79.15,1007.4,S,3
1658179200,6,28.61,79.06,1007.48,S,3
1658179800,6,28.64,79.12,1007.69,S,3
1658180400,6,28.67,79.0,1007.86,S,3
1658181000,6,28.66,78.99,1008.07,S,3
1658181600,6,28.67,78.84,1008.13,S,3
1658182200,6,28.7,79.03,1008.3,S,3
1658182800,6,28.72,78.93,1008.43,S,3
1658183400,6,28.74,78.99,1008.52,S,3
1658184000,15,28.78,79.07,1008.49,S,3
1658184600,6,28.88,78.08,1008.67,S,3
1658185200,6,29.0,79.93,1008.69,S,3
1658185800,15,29.03,80.06,1008.69,S,3
1658186400,6,28.61,81.92,1009.02,S,3
1658187000,6,28.04,83.79,1009.14,S,3
1658187600,15,28.16,81.99,1009.07,S,3
1658188200,23,28.54,81.28,1009.05,S,3
1658188800,15,28.8,80.6,1009.1,S,3
1658189400,15,28.97,81.09,1009.05,S,3
1658190000,15,29.17,80.77,1009.03,S,3
1658190600,15,29.27,80.8,1009.09,S,3
1658191200,6,29.26,80.73,1009.12,S,3
1658191800,23,29.4,80.59,1009.04,S,3
1658192400,15,29.48,76.68,1009.1,S,3
1658193000,6,29.78,78.15,1009.2,S,3
1658193600,6,30.02,80.2,1009.24,S,3
1658194200,15,30.22,80.79,1009.22,S,3
1658194800,6,30.26,80.95,1009.38,S,3
1658195400,6,30.46,80.39,1009.4,S,3
1658196000,6,30.65,81.14,1009.48,S,3
1658196600,15,30.83,81.02,1009.43,S,3
1658197200,23,30.72,80.52,1009.39,S,3
1658197800,15,30.72,80.12,1009.37,S,3
1658198400,15,30.66,80.18,1009.43,S,3
1658199000,15,30.75,79.91,1009.45,S,3
1658199600,5,30.7,79.25,1009.57,S,3
1658200200,23,30.8,79.18,1009.42,S,3
1658200800,23,30.97,79.43,1009.27,S,3
1658201400,23,30.71,79.17,1009.29,S,3
1658202000,15,30.6,78.85,1009.33,S,3
1658202600,15,30.72,79.51,1009.29,S,3
1658203200,23,30.77,79.58,1009.21,S,3
1658203800,23,30.69,79.73,1009.17,S,3
1658204400,23,31.0,79.82,1009.13,S,3
1658205000,23,31.41,79.62,1008.86,S,3
1658205600,23,31.41,79.83,1008.83,S,3
1658206200,23,31.39,79.96,1008.54,S,3
1658206800,23,31.21,79.84,1008.55,S,3
1658207400,23,31.88,79.45,1008.49,S,3
1658208000,15,32.45,79.37,1008.55,S,3
1658208600,6,31.76,79.72,1008.64,S,3
1658209200,6,31.39,79.5,1008.65,S,3
1658209800,23,31.38,79.34,1008.59,S,3
1658210400,23,31.41,79.6,1008.53,S,3
1658211000,23,31.63,78.63,1008.31,S,3
1658211600,23,31.55,78.33,1008.2,S,3
1658212200,15,31.67,77.33,1008.26,S,3
1658212800,23,31.66,77.52,1008.13,S,3
1658213400,23,31.51,77.27,1008.11,S,3
1658214000,23,31.65,77.6,1008.03,S,3
1658214410,23,31.81,77.49,1007.94,S,3
1658214460,15,31.84,77.6,1007.96,S,3
1658214600,23,31.93,77.38,1007.83,S,3
1658215200,23,31.84,77.97,1007.82,S,3
1658215800,15,31.78,78.36,1007.86,S,3
1658216400,15,31.9,78.27,1007.84,S,3
1658217000,15,31.75,77.79,1007.85,S,3
1658217600,15,31.74,77.93,1007.82,S,3
1658218200,23,31.86,78.2,1007.77,S,3
1658218800,23,31.87,78.36,1007.65,S,3
1658219400,15,31.7,78.53,1007.76,S,3
1658220000,15,31.72,79.09,1007.73,S,3
1658220600,23,31.64,79.02,1007.57,S,3
1658221200,23,31.82,82.03,1007.49,S,3
1658221800,6,31.55,76.48,1007.58,S,3
1658222400,6,30.99,72.22,1007.66,S,3
1658223000,6,31.09,71.39,1007.7,S,3
1658223600,15,32.07,71.09,1007.69,S,3
1658224200,15,31.19,69.79,1007.74,S,3
1658224800,6,30.6,69.15,1007.8,S,3
1658225400,15,30.16,70.12,1007.79,S,3
1658226000,6,29.84,69.25,1008.0,S,3
1658226600,6,29.89,75.66,1008.11,S,3
1658227200,15,29.91,76.61,1008.07,S,3
1658227800,15,29.44,77.94,1008.1,S,3
1658228400,15,29.08,78.88,1008.11,S,3
1658229000,6,28.9,74.16,1008.28,S,3
1658229600,6,28.91,77.01,1008.38,S,3
1658230200,6,28.97,78.24,1008.49,S,3
1658230800,6,28.74,75.91,1008.55,S,3
1658231400,6,28.63,73.75,1008.69,S,3
1658232000,6,28.65,74.38,1008.74,S,3
1658232600,6,28.52,75.82,1008.97,S,3
1658233200,6,28.5,75.74,1009.14,S,3
1658233800,6,28.39,76.53,1009.2,S,3
1658234400,6,28.34,78.55,1009.29,S,3
1658235000,6,28.42,77.53,1009.46,S,3
1658235600,6,28.37,78.13,1009.5,S,3
1658236200,5,28.38,76.82,1009.72,S,3
1658236800,15,28.31,75.79,1009.65,S,3
1658237400,15,28.22,75.65,1009.69,S,3
1658238000,5,28.24,75.88,1009.98,S,3
1658238600,5,28.23,78.41,1010.16,S,3
1658239200,5,28.19,78.82,1010.21,S,3
1658239800,5,28.16,79.77,1010.38,S,3
1658240400,5,28.13,78.54,1010.4,S,3
1658241000,5,28.08,77.78,1010.45,S,3
1658241600,5,28.11,76.23,1010.55,S,3
1658242200,5,28.05,75.04,1010.75,S,3
1658242800,5,28.12,73.73,1010.82,S,3
1658243400,15,28.28,76.07,1010.78,S,3
1658244000,15,28.46,81.05,1010.77,S,3
1658244600,15,28.72,81.35,1010.76,S,3
1658245200,5,28.72,81.74,1010.88,S,3
1658245800,5,28.83,81.94,1010.94,S,3
1658246400,15,28.87,80.41,1010.89,S,3
1658247000,15,28.95,78.73,1010.88,S,3
1658247600,15,28.86,79.75,1010.93,S,3
1658248200,5,28.86,79.63,1010.99,S,3
1658248800,15,28.85,79.34,1010.92,S,3
1658249400,23,28.8,79.17,1010.81,S,3
1658250000,23,28.76,78.21,1010.79,S,3
1658250600,15,28.79,78.1,1010.8,S,3
1658277600,5,29.15,81.22,1011.5,S,3
1658278200,5,29.31,80.96,1011.5,S,3
1658278800,15,29.92,80.5,1011.49,S,3
1658279400,5,30.02,80.29,1011.6,S,3
1658280000,15,30.36,79.82,1011.53,S,3
1658280600,15,30.63,79.79,1011.56,S,3
1658281200,5,30.72,77.71,1011.76,S,3
1658281800,5,30.32,79.07,1011.94,S,3
1658282400,5,30.12,79.76,1011.96,S,3
1658283000,15,30.23,79.77,1011.98,S,3
1658283600,5,30.09,80.22,1012.05,S,3
1658284200,5,30.08,80.42,1012.08,S,3
1658284800,5,29.93,81.17,1012.14,S,3
1658285400,5,29.75,80.66,1012.23,S,3
1658286000,5,29.68,80.56,1012.24,S,3
1658286600,5,29.59,80.78,1012.34,S,3
1658286950,5,29.5,80.05,1012.36,S,3
1658287200,13,29.59,80.29,1012.36,S,3
1658287800,23,29.7,80.25,1012.28,S,3
1658288400,23,29.79,80.41,1012.26,S,3
1658289000,13,29.79,80.44,1012.24,S,3
1658289600,13,29.88,80.72,1012.24,S,3
1658290200,23,30.07,79.91,1012.17,S,3
1658290800,23,30.09,79.98,1012.11,S,3
1658291400,13,30.1,79.6,1012.1,S,3
1658292000,5,30.27,79.39,1012.18,S,3
1658292600,13,30.71,79.88,1012.13,S,3
1658293200,23,31.02,75.26,1012.03,S,3
1658293800,23,30.63,73.62,1011.96,S,3
1658294400,23,30.63,77.16,1011.93,S,3
1658295000,23,30.74,75.32,1011.86,S,3
1658295600,23,30.74,73.62,1011.81,S,3
1658296200,23,31.25,73.45,1011.78,S,3
1658296800,15,34.64,71.82,1011.79,S,3
1658297400,15,31.59,72.04,1011.76,S,3
1658298000,5,31.12,71.34,1011.91,S,3
1658298600,23,30.88,70.54,1011.78,S,3
1658299200,23,30.66,71.53,1011.73,S,3
1658299800,23,30.71,70.28,1011.66,S,3
1658300400,15,30.2,69.4,1011.73,S,3
1658301000,5,30.56,73.66,1011.76,S,3
1658301600,23,30.44,73.58,1011.66,S,3
1658302200,15,30.33,72.76,1011.71,S,3
1658302800,23,30.32,72.59,1011.55,S,3
1658303400,23,30.3,72.03,1011.47,S,3
1658304000,15,30.26,72.11,1011.46,S,3
1658304600,5,30.26,72.19,1011.55,S,3
1658305200,15,30.24,76.39,1011.52,S,3
1658305800,23,30.31,75.59,1011.45,S,3
1658306400,23,30.49,74.87,1011.28,S,3
1658307000,23,30.05,75.28,1011.25,S,3
1658307600,5,29.98,74.12,1011.41,S,3
1658308200,5,30.37,72.72,1011.44,S,3
1658308800,15,30.25,71.36,1011.43,S,3
1658309400,5,29.8,71.42,1011.49,S,3
1658310000,5,31.7,70.78,1011.52,S,3
1658310600,23,36.16,70.92,1011.13,S,3
1658311200,23,37.08,70.15,1011.18,S,3
1658311800,5,36.03,69.91,1011.21,S,3
1658312400,5,31.59,70.62,1011.62,S,3
1658313000,5,30.2,75.79,1011.9,S,3
1658313600,5,30.07,74.96,1011.92,S,3
1658314200,5,29.36,74.59,1012.03,S,3
1658314800,5,29.18,81.99,1012.24,S,3
1658315400,5,29.09,82.6,1012.31,S,3
1658316000,5,29.14,83.44,1012.45,S,3
1658316600,5,28.84,82.63,1012.63,S,3
1658317200,5,28.69,80.69,1012.79,S,3
1658317800,5,28.86,80.54,1012.88,S,3
1658318400,5,28.78,80.1,1013.06,S,3
1658319000,5,28.82,79.65,1013.09,S,3
1658319600,5,28.87,82.27,1013.19,S,3
1658320200,5,28.73,81.13,1013.46,S,3
1658320800,5,28.68,82.47,1013.46,S,3
1658321400,13,28.55,81.69,1013.49,S,3
1658322000,5,28.53,80.54,1013.65,S,3
1658322600,5,28.49,81.78,1013.65,S,3
1658323200,5,28.37,83.07,1013.91,S,3
1658323800,5,28.39,86.35,1013.91,S,3
1658324400,13,28.51,79.47,1013.93,S,3
1658325000,5,28.4,77.28,1014.01,S,3
1658325600,2,28.41,76.8,1014.17,S,3
1658326200,2,28.23,75.6,1014.4,S,3
1658326800,2,28.43,76.6,1014.34,S,3
1658327400,13,28.29,77.41,1014.37,S,3
1658328000,13,28.3,75.48,1014.4,S,3
1658328600,13,28.08,72.02,1014.37,S,3
1658329200,13,27.97,71.13,1014.36,S,3
1658329800,23,27.89,70.59,1014.29,S,3
1658330400,13,27.82,73.76,1014.37,S,3
1658331000,23,27.9,79.0,1014.23,S,3
1658331600,23,28.3,80.85,1013.96,S,3
1658332200,23,28.35,81.17,1013.87,S,3
1658332800,23,28.34,81.88,1013.82,S,3
1658333400,13,28.34,81.56,1013.82,S,3
1658334000,23,28.4,81.22,1013.69,S,3
1658334600,13,28.46,81.34,1013.79,S,3
1658335200,5,27.89,81.85,1013.89,S,3
1658335800,13,27.76,81.37,1013.87,S,3
1658336400,23,27.75,81.1,1013.75,S,3
1658337000,13,27.73,80.87,1013.78,S,3
1658337600,13,27.69,80.64,1013.75,S,3
1658338200,23,27.71,80.41,1013.69,S,3
1658338800,23,27.75,80.29,1013.63,S,3
1658339400,13,27.77,79.78,1013.61,S,3
1658340000,13,27.77,79.82,1013.62,S,3
1658340600,23,27.78,79.3,1013.53,S,3
1658341200,23,27.76,79.27,1013.36,S,3
1658341800,23,27.71,79.22,1013.29,S,3
1658342400,23,27.74,79.87,1013.16,S,3
1658343000,23,27.74,79.73,1013.16,S,3
1658343600,13,27.66,80.29,1013.19,S,3
1658344200,23,27.71,80.14,1013.1,S,3
1658344800,13,27.72,80.19,1013.12,S,3
1658345400,13,27.71,80.99,1013.12,S,3
1658346000,13,27.65,80.71,1013.09,S,3
1658346600,13,27.72,80.27,1013.14,S,3
1658347200,23,27.73,80.07,1013.02,S,3
1658347800,13,27.83,79.74,1013.11,S,3
1658348400,5,27.86,80.09,1013.2,S,3
1658349000,13,27.86,80.52,1013.2,S,3
1658349600,23,27.89,80.33,1013.08,S,3
1658350200,13,27.86,80.47,1013.18,S,3
1658350800,13,27.86,80.84,1013.14,S,3
1658351400,13,27.77,81.01,1013.13,S,3
1658352000,5,27.72,80.93,1013.24,S,3
1658352600,5,27.72,80.67,1013.28,S,3
1658353200,5,27.72,80.52,1013.33,S,3
1658353800,5,27.74,80.85,1013.5,S,3
1658354400,5,27.79,80.9,1013.57,S,3
1658355000,5,28.01,80.49,1013.73,S,3
1658355600,5,28.1,80.44,1013.72,S,3
1658356200,5,28.16,80.47,1013.82,S,3
1658356800,5,28.28,80.43,1013.86,S,3
1658357400,5,28.29,80.68,1013.99,S,3
1658358000,5,28.22,81.66,1014.06,S,3
1658358600,2,28.36,82.29,1014.21,S,3
1658359200,2,28.5,82.16,1014.27,S,3
1658359800,13,28.63,81.19,1014.28,S,3
1658360400,2,28.72,80.14,1014.38,S,3
1658361000,2,28.72,80.39,1014.48,S,2
1658361600,13,28.64,80.42,1014.48,S,2
1658362200,13,28.73,80.37,1014.48,S,2
1658362800,2,28.77,80.18,1014.63,S,2
1658363400,2,28.77,80.27,1014.61,S,2
1658364000,2,28.81,80.46,1014.81,S,2
1658364600,2,28.92,80.26,1014.9,S,2
1658365200,2,29.47,80.19,1014.92,S,2
1658365800,2,29.55,79.97,1014.97,S,2
1658366400,2,29.71,79.94,1015.07,S,2
1658367000,2,29.82,78.55,1015.11,S,2
1658367600,21,29.95,79.89,1015.01,S,2
1658368200,21,30.07,81.17,1014.97,S,2
1658368800,13,30.17,80.35,1015.03,S,2
1658369400,13,30.1,79.4,1014.98,S,2
1658370000,21,30.11,77.9,1014.94,S,2
1658370600,13,30.18,76.7,1014.92,S,2
1658371200,13,30.22,77.6,1014.91,S,2
1658371800,13,30.35,79.62,1014.89,S,2
1658372400,21,30.55,80.47,1014.78,S,2
1658373000,21,30.63,80.09,1014.64,S,2
1658373600,21,30.58,79.84,1014.54,S,2
1658374200,21,30.63,79.89,1014.5,S,2
1658374800,13,30.62,79.86,1014.49,S,2
1658375400,13,30.67,80.23,1014.45,S,2
1658376000,23,30.8,80.38,1014.35,S,2
1658376600,23,30.93,80.2,1014.31,S,2
1658377200,13,30.95,79.88,1014.33,S,2
1658377800,13,30.97,79.77,1014.36,S,2
1658378400,13,31.16,79.14,1014.37,S,2
1658379000,23,31.31,79.08,1014.28,S,2
1658379600,23,31.53,78.1,1014.21,S,2
1658380200,23,31.78,77.62,1014.17,S,2
1658380800,23,32.03,77.26,1014.11,S,2
1658381400,13,32.35,76.95,1014.14,S,2
1658382000,23,32.74,76.53,1013.97,S,2
1658382600,23,35.16,76.47,1013.8,S,2
1658383200,23,38.16,76.18,1013.62,S,2
1658383800,5,33.92,76.41,1013.78,S,2
1658384400,5,32.1,77.31,1013.91,S,2
1658385000,5,31.54,73.18,1013.94,S,2
1658385600,13,30.93,69.14,1013.96,S,2
1658386200,23,30.58,68.0,1013.83,S,2
1658386800,23,30.52,73.85,1013.78,S,2
1658387400,23,30.28,72.25,1013.63,S,2
1658388000,23,30.12,70.46,1013.57,S,2
1658388600,13,30.14,68.22,1013.58,S,2
1658389200,13,30.09,67.33,1013.53,S,2
1658389800,13,30.14,67.62,1013.52,S,2
1658390400,23,30.06,68.38,1013.42,S,2
1658391000,23,30.05,67.94,1013.3,S,2
1658391600,13,29.93,67.15,1013.38,S,2
1658392200,13,29.92,68.16,1013.39,S,2
1658392800,13,29.92,72.75,1013.42,S,2
1658393400,23,29.9,72.77,1013.29,S,2
1658394000,23,29.74,72.35,1013.2,S,2
1658394600,23,29.76,72.14,1013.16,S,2
1658395200,13,29.73,72.39,1013.14,S,2
1658395800,23,29.77,71.35,1013.07,S,2
1658396400,13,30.17,69.95,1013.13,S,2
1658397000,23,35.65,67.92,1012.78,S,2
1658397600,23,37.29,66.51,1012.58,S,2
1658398200,23,37.62,67.98,1012.63,S,2
1658398800,5,34.4,68.72,1012.96,S,2
1658399400,5,31.36,71.42,1012.97,S,2
1658400000,5,30.93,73.28,1013.07,S,2
1658400600,5,30.04,71.69,1013.08,S,2
1658401200,5,29.32,71.34,1013.22,S,2
1658401800,5,28.87,70.65,1013.36,S,2
1658402400,5,28.75,72.72,1013.4,S,2
1658403000,5,28.66,75.51,1013.46,S,2
1658403600,5,28.86,76.6,1013.57,S,2
1658404200,5,28.91,77.67,1013.6,S,2
1658404800,5,28.95,77.92,1013.76,S,2
1658405400,5,28.84,76.76,1013.86,S,2
1658406000,5,28.67,80.09,1013.87,S,2
1658406600,5,28.38,79.47,1013.97,S,2
1658407200,5,28.47,79.54,1014.02,S,2
1658407800,2,28.5,79.34,1014.16,S,2
1658408400,2,28.42,78.51,1014.28,S,2
1658409000,2,28.38,77.84,1014.33,S,2
1658409600,2,28.27,75.8,1014.44,S,2
1658410200,2,28.17,74.67,1014.54,S,2
1658410800,2,28.12,74.29,1014.72,S,2
1658411400,2,28.09,76.61,1014.72,S,2
1658412000,13,28.08,77.17,1014.74,S,2
1658412600,13,28.04,76.2,1014.73,S,2
1658413200,2,28.04,75.32,1014.79,S,2
1658413800,2,27.93,71.91,1014.86,S,2
1658414400,2,27.9,69.29,1014.96,S,2
1658415000,2,27.73,67.89,1015.02,S,2
1658415600,2,27.6,69.06,1015.06,S,2
1658416200,13,27.6,72.2,1015.05,S,2
1658416800,13,27.67,73.43,1015.03,S,2
1658417400,21,27.86,79.68,1014.92,S,2
1658418000,21,27.98,77.38,1014.86,S,2
1658418600,21,28.28,77.57,1014.75,S,2
1658419200,21,28.12,77.94,1014.62,S,2
1658419800,21,28.05,78.13,1014.63,S,2
1658420400,21,28.06,77.73,1014.49,S,2
1658421000,13,28.07,77.51,1014.59,S,2
1658421600,23,28.11,77.04,1014.4,S,2
1658422200,23,28.13,76.96,1014.3,S,2
1658422800,23,28.24,76.63,1014.26,S,2
1658423400,13,28.23,76.41,1014.33,S,2
1658424000,13,28.21,76.28,1014.25,S,2
1658424600,23,28.29,76.3,1014.14,S,2
1658425200,23,28.3,76.2,1014.11,S,2
1658425800,23,28.32,76.22,1014.04,S,2
1658426400,13,28.36,76.42,1014.07,S,2
1658427000,13,28.38,76.51,1014.03,S,2
1658427600,23,28.41,76.6,1013.89,S,2
1658428200,13,28.4,76.65,1013.92,S,2
1658428800,13,28.4,76.71,1013.89,S,2
1658429400,13,28.35,76.76,1013.91,S,2
1658430000,13,28.37,76.93,1013.85,S,2
1658430600,5,28.36,77.16,1013.95,S,2
1658431200,5,28.34,77.39,1013.97,S,2
1658431800,13,28.32,77.52,1013.97,S,2
1658432400,13,28.3,77.76,1013.99,S,2
1658433000,13,28.27,77.98,1013.97,S,2
1658433600,23,28.19,78.28,1013.79,S,2
1658434200,23,28.24,78.07,1013.79,S,2
1658434800,23,28.23,78.0,1013.69,S,2
1658435400,23,28.19,78.26,1013.65,S,2
1658436000,13,28.2,78.05,1013.63,S,2
1658436600,23,28.2,78.0,1013.56,S,2
1658437200,23,28.2,77.97,1013.5,S,2
1658437800,23,28.18,78.02,1013.42,S,2
1658438400,13,28.17,77.85,1013.51,S,2
1658439000,13,28.14,78.0,1013.48,S,2
1658439600,23,28.08,77.94,1013.41,S,2
1658440200,5,28.08,77.88,1013.51,S,2
1658440800,1,28.17,77.43,1013.57,"微",2
1658441400,1,28.13,77.2,1013.71,"微",2
1658442000,1,28.2,77.27,1013.83,"微",2
1658442600,1,28.24,77.43,1013.92,"微",2
1658443200,1,28.33,77.48,1014.05,"微",2
1658443800,17,28.4,76.34,1013.93,"微",2
1658444400,1,28.5,76.45,1014.02,"微",2
1658445000,1,28.6,76.26,1014.05,"微",2
1658445600,1,28.68,76.15,1014.3,"微",2
1658446200,1,28.7,76.08,1014.4,"微",2
1658446800,17,28.75,76.26,1014.17,"微",2
1658447400,1,28.77,74.51,1014.24,"微",2
1658448000,1,28.82,76.76,1014.31,"微",2
1658448600,1,28.87,78.68,1014.29,"微",2
1658449200,1,28.99,79.11,1014.31,"微",2
1658449800,1,29.24,77.63,1014.34,"微",2
1658450400,1,29.47,77.58,1014.32,"微",2
1658451000,1,29.68,78.18,1014.36,"微",2
1658451600,17,29.87,78.15,1014.27,"微",2
1658452200,17,30.14,78.35,1014.2,"微",2
1658452800,1,30.18,77.97,1014.21,"微",2
1658453400,1,30.2,78.18,1014.17,"微",2
1658454000,1,30.21,77.49,1014.15,"微",2
1658454600,17,30.21,77.53,1014.09,"微",2
1658455200,17,30.31,77.53,1013.98,"微",2
1658455800,17,30.44,78.08,1013.94,"微",2
1658456400,17,30.49,78.23,1013.85,"微",2
1658457000,17,30.5,78.34,1013.71,"微",2
1658457600,17,30.48,78.1,1013.64,"微",2
1658458200,17,30.55,77.92,1013.61,"微",2
1658458800,17,30.6,77.6,1013.5,"微",2
1658459400,17,30.69,78.16,1013.38,"微",2
1658460000,17,31.04,78.3,1013.34,"微",2
1658460600,17,31.18,78.01,1013.27,"微",2
1658461200,20,31.34,77.77,1013.17,SW,2
1658461800,20,31.45,77.68,1013.04,SW,2
1658462400,21,31.52,77.93,1012.9,SW,2
1658463000,21,31.67,77.82,1012.79,SW,2
1658463600,21,31.88,77.64,1012.75,SW,2
1658464200,21,31.98,77.65,1012.58,SW,2
1658464800,21,32.3,77.57,1012.43,SW,2
1658465400,21,32.75,77.26,1012.23,SW,2
1658466000,21,33.09,77.45,1012.11,SW,2
1658466600,21,33.18,77.28,1011.97,SW,2
1658467200,21,33.3,77.27,1011.97,SW,2
1658467800,21,34.28,77.11,1011.75,SW,2
1658468400,21,34.78,76.98,1011.63,SW,2
1658469000,21,40.1,77.05,1011.27,SW,2
1658469600,21,43.81,76.91,1010.85,SW,2
1658470200,21,38.04,77.16,1010.98,SW,2
1658470800,2,34.75,77.48,1011.27,SW,2
1658471400,2,33.78,77.59,1011.18,SW,2
1658472000,21,33.42,77.83,1011.08,SW,2
1658472600,10,33.2,77.99,1011.1,SW,2
1658473200,10,33.16,78.06,1011.05,SW,2
1658473800,21,33.14,78.12,1010.96,SW,2
1658474400,21,32.99,78.39,1010.88,SW,2
1658475000,21,32.71,78.46,1010.86,SW,2
1658475600,21,32.58,78.6,1010.81,SW,2
1658476200,21,32.46,79.88,1010.78,SW,2
1658476800,21,32.26,74.75,1010.65,SW,2
1658477400,21,32.1,70.38,1010.63,SW,2
1658478000,10,31.72,69.83,1010.63,SW,2
1658478600,10,31.62,73.01,1010.61,SW,2
1658479200,10,31.6,70.55,1010.59,SW,2
1658479800,10,31.5,69.63,1010.59,SW,2
1658480400,21,31.46,68.56,1010.52,SW,2
1658481000,2,31.21,68.81,1010.7,SW,2
1658481600,2,31.4,67.82,1010.72,SW,2
1658482200,10,31.27,70.35,1010.76,SW,2
1658482800,2,30.75,71.78,1010.86,SW,2
1658483400,21,34.61,70.82,1010.75,SW,2
1658484000,21,36.55,70.29,1010.55,SW,2
1658484600,21,36.9,68.78,1010.58,SW,2
1658485200,2,36.34,71.51,1010.63,SW,2
1658485800,2,35.26,71.32,1010.71,SW,2
1658486400,10,33.07,70.57,1010.69,SW,2
1658487000,2,31.22,71.16,1010.79,SW,2
1658487600,2,30.26,69.13,1010.88,SW,2
1658488200,2,29.82,68.19,1011.02,SW,2
1658488800,2,29.52,69.85,1011.06,SW,2
1658489400,2,29.29,73.67,1011.16,SW,2
1658490000,2,29.25,71.92,1011.19,SW,2
1658490600,2,28.81,73.96,1011.43,SW,2
1658491200,2,29.42,70.92,1011.54,SW,2
1658491800,2,29.53,70.26,1011.58,SW,2
1658492400,10,29.49,69.76,1011.59,SW,2
1658493000,2,29.36,69.56,1011.73,SW,2
1658493600,2,29.22,71.74,1011.78,SW,2
1658494200,2,29.15,75.3,1011.85,SW,2
1658494800,10,29.07,72.59,1011.86,SW,2
1658495400,10,29.01,73.12,1011.88,SW,2
1658496000,2,29.0,74.93,1011.97,SW,2
1658496600,10,28.97,74.56,1011.95,SW,2
1658497200,2,28.93,76.57,1012.09,SW,2
1658497800,2,28.97,75.77,1012.14,SW,2
1658498400,10,28.98,75.32,1012.14,SW,2
1658499000,2,28.93,77.37,1012.2,SW,2
1658499600,2,28.94,74.43,1012.34,SW,2
1658500200,2,28.91,75.98,1012.38,SW,2
1658500800,10,28.78,75.61,1012.41,SW,2
1658501400,2,28.74,73.31,1012.46,SW,2
1658502000,21,28.8,72.64,1012.38,SW,2
1658502600,21,28.72,70.93,1012.36,SW,2
1658503200,10,28.66,69.32,1012.34,SW,2
1658503800,10,28.57,68.7,1012.31,SW,2
1658504400,21,28.55,72.06,1012.27,SW,2
1658505000,10,28.62,81.22,1012.31,SW,2
1658505600,10,28.87,80.54,1012.27,SW,2
1658506200,21,29.0,79.85,1012.21,SW,2
1658506800,10,29.08,79.51,1012.2,SW,2
1658507400,10,29.18,79.61,1012.19,SW,2
1658508000,21,29.2,79.85,1012.04,SW,2
1658508600,21,29.25,78.81,1011.91,SW,2
1658509200,21,29.23,79.19,1011.9,SW,2
1658509800,21,29.21,79.19,1011.79,SW,2
1658510400,10,29.21,79.61,1011.81,SW,2
1658511000,21,29.18,79.3,1011.73,SW,2
1658511600,10,29.18,79.33,1011.78,SW,2
1658512200,21,29.15,78.98,1011.7,SW,2
1658512800,21,29.1,78.94,1011.68,SW,2
1658513400,21,29.1,79.17,1011.63,SW,2
1658514000,21,29.1,79.01,1011.59,SW,2
1658514600,21,29.05,78.53,1011.46,SW,2
1658515200,21,29.02,78.79,1011.43,SW,2
1658515800,10,29.0,78.53,1011.43,SW,2
1658516400,10,28.98,78.3,1011.42,SW,2
