time,forecastID,tempOut,rh,psea,dir,mag
1668889500,1,22.32,74.57,1015.14,NE,3
1668889800,1,22.35,74.68,1015.09,NE,3
1668890100,1,22.36,74.58,1015.11,NE,3
1668890400,1,22.37,74.76,1015.12,NE,3
1668890700,1,22.32,74.75,1015.19,NE,3
1668891000,1,22.35,74.72,1015.17,NE,3
1668891300,1,22.35,74.71,1015.24,NE,3
1668891600,1,22.34,74.76,1015.25,NE,3
1668891900,1,22.35,74.85,1015.25,NE,3
1668892200,1,22.35,74.8,1015.29,NE,3
1668892500,1,22.34,74.81,1015.31,NE,3
1668892800,1,22.32,74.91,1015.41,NE,3
1668893100,1,22.33,74.89,1015.42,NE,3
1668893400,1,22.31,74.78,1015.49,NE,3
1668893700,1,22.31,74.77,1015.55,NE,3
1668894000,1,22.36,74.78,1015.63,NE,3
1668894300,1,22.36,74.82,1015.61,NE,3
1668894600,1,22.42,74.81,1015.68,NE,3
1668894900,1,22.43,74.76,1015.71,NE,3
1668895200,1,22.44,74.73,1015.72,NE,3
1668895500,1,22.41,74.42,1015.78,NE,3
1668895800,3,22.43,74.37,1015.69,NE,3
1668896100,1,22.47,74.37,1015.72,NE,3
1668896400,1,22.49,74.33,1015.69,NE,3
1668896700,1,22.49,74.22,1015.68,E,3
1668897000,1,22.51,74.14,1015.68,E,3
1668897300,1,22.52,73.99,1015.76,E,3
1668897600,1,22.54,74.06,1015.87,E,3
1668897900,1,22.61,74.1,1015.84,E,3
1668898200,1,22.62,74.16,1015.93,E,3
1668898500,1,22.64,74.11,1016.03,E,3
1668898800,1,22.62,74.14,1016.15,E,3
1668899100,1,22.56,73.93,1016.22,E,3
1668899400,1,22.54,73.86,1016.33,E,3
1668899700,1,22.54,73.9,1016.41,E,3
1668900000,1,22.49,73.77,1016.45,E,3
1668900300,1,22.4,73.46,1016.44,E,3
1668900600,1,22.42,73.15,1016.45,E,3
1668900900,1,22.46,73.28,1016.49,E,3
1668901200,1,22.5,73.35,1016.45,E,3
1668901500,1,22.59,73.46,1016.47,E,3
1668901800,1,22.61,73.44,1016.48,E,3
1668902100,1,22.64,73.37,1016.51,E,3
1668902400,1,22.7,73.25,1016.57,E,3
1668902700,1,22.79,73.27,1016.57,E,3
1668903000,1,22.84,73.16,1016.61,E,3
1668903300,1,22.79,73.13,1016.67,E,3
1668903600,1,22.77,72.72,1016.65,E,3
1668903900,7,22.78,72.7,1016.58,E,3
1668904200,1,22.81,72.63,1016.59,E,3
1668904500,1,22.83,72.72,1016.67,E,3
1668904800,1,22.9,72.61,1016.74,E,3
1668905100,1,22.95,72.77,1016.78,E,3
1668905400,1,23.06,72.84,1016.81,E,3
1668905700,1,23.02,72.94,1016.87,E,3
1668906000,1,22.99,72.55,1016.8,E,3
1668906300,1,22.99,72.43,1017.09,E,3
1668906600,1,23.07,72.17,1017.17,E,3
1668906900,1,23.13,72.06,1017.2,E,3
1668907200,1,23.17,71.94,1017.22,E,3
1668907500,7,23.23,71.96,1017.04,E,3
1668907800,7,23.28,72.07,1016.99,E,3
1668908100,1,23.42,72.21,1016.98,E,3
1668908400,1,23.42,72.25,1017.06,E,3
1668908700,1,23.49,72.14,1017.06,E,3
1668909000,1,23.6,72.2,1017.22,E,3
1668909300,1,23.56,71.96,1017.21,E,3
1668909600,7,23.63,72.11,1017.16,E,3
1668909900,7,23.61,72.13,1017.13,E,3
1668910200,7,23.61,72.05,1017.04,E,3
1668910500,7,23.65,72.05,1017.03,E,3
1668910800,7,23.73,72.06,1016.86,E,3
1668911100,7,23.78,71.94,1016.74,E,3
1668911400,1,23.87,71.86,1016.77,E,3
1668911700,1,23.89,71.82,1016.8,E,3
1668912000,7,23.94,71.76,1016.72,E,3
1668912300,7,23.94,71.66,1016.67,E,3
1668912600,7,23.97,71.71,1016.6,E,3
1668912900,7,23.96,71.55,1016.54,E,3
1668913200,7,24.05,71.65,1016.38,E,3
1668913500,7,24.07,71.67,1016.3,E,3
1668913800,7,24.12,71.63,1016.19,E,3
1668914100,7,24.19,71.75,1016.09,E,3
1668914400,1,24.23,71.77,1016.12,E,3
1668914700,7,24.22,72.03,1016.02,E,3
1668915000,7,24.39,72.18,1015.87,E,3
1668915300,7,24.48,72.03,1015.87,E,4
1668915600,7,24.49,72.19,1015.76,E,4
1668915900,7,24.44,72.22,1015.66,E,4
1668916200,7,24.49,72.14,1015.6,E,4
1668916500,7,24.49,72.05,1015.49,E,4
1668916800,7,24.53,72.22,1015.35,E,4
1668917100,7,24.63,72.46,1015.3,E,4
1668917400,7,24.69,72.57,1015.23,E,4
1668917700,7,24.64,72.29,1015.16,E,4
1668918000,7,24.73,72.45,1015.01,E,4
1668918300,7,24.76,72.22,1015.0,E,4
1668918600,7,24.75,71.99,1014.87,E,4
1668918900,7,24.82,71.91,1014.8,E,4
1668919200,7,24.83,71.84,1014.64,E,4
1668919500,7,24.85,71.86,1014.64,E,4
1668919800,1,24.84,71.99,1014.61,E,4
1668920100,7,24.88,71.9,1014.53,E,4
1668920400,7,24.89,72.03,1014.41,E,4
1668920700,7,24.85,72.04,1014.31,E,4
1668921000,1,24.79,72.02,1014.34,E,4
1668921300,7,24.76,72.14,1014.25,E,4
1668921600,7,24.84,72.14,1014.13,E,4
1668921900,14,24.85,72.14,1014.12,E,4
1668922200,1,24.78,71.87,1014.15,E,4
1668922500,14,24.69,71.82,1014.04,E,4
1668922800,14,24.79,71.9,1013.91,E,4
1668923100,14,24.82,71.76,1013.85,E,4
1668923400,4,24.81,71.45,1013.9,E,4
1668923700,4,24.77,71.23,1013.85,E,4
1668924000,14,24.81,71.07,1013.73,E,4
1668924300,14,24.84,71.27,1013.72,E,4
1668924600,14,24.87,71.14,1013.63,E,4
1668924900,14,24.87,70.54,1013.56,E,4
1668925200,14,24.89,70.53,1013.54,E,4
1668925500,14,24.99,70.47,1013.49,E,4
1668925800,14,24.97,70.01,1013.39,E,4
1668926100,14,24.96,69.68,1013.34,E,4
1668926400,4,24.89,69.54,1013.36,E,4
1668926700,4,24.87,69.56,1013.4,E,4
1668927000,4,24.91,69.86,1013.42,E,4
1668927300,4,24.76,69.92,1013.39,E,4
1668927600,4,24.73,70.06,1013.37,E,4
1668927900,4,24.65,70.08,1013.43,E,4
1668928200,4,24.62,70.04,1013.38,E,4
1668928500,4,24.42,70.14,1013.44,E,4
1668928800,2,24.3,70.38,1013.48,E,4
1668929100,4,24.22,70.14,1013.49,E,4
1668929400,4,24.12,69.9,1013.46,E,4
1668929700,14,24.02,70.1,1013.4,E,4
1668930000,4,23.96,70.1,1013.39,E,4
1668930300,4,23.98,70.33,1013.4,E,4
1668930600,2,24.01,70.39,1013.45,E,4
1668930900,4,24.08,70.48,1013.46,E,4
1668931200,4,24.11,70.44,1013.47,E,4
1668931500,4,24.07,70.52,1013.49,E,4
1668931800,4,24.01,70.46,1013.49,E,4
1668932100,4,23.94,70.3,1013.5,E,4
1668932400,2,23.88,70.87,1013.55,E,4
1668932700,4,23.84,71.19,1013.53,E,4
1668933000,4,23.74,70.94,1013.55,E,4
1668933300,4,23.7,70.91,1013.53,E,4
1668933600,2,23.61,71.16,1013.59,E,4
1668933900,4,23.55,71.4,1013.56,E,4
1668934200,2,23.46,71.33,1013.64,E,4
1668934500,4,23.4,71.34,1013.62,E,4
1668934800,4,23.35,71.72,1013.59,E,4
1668935100,4,23.34,71.83,1013.62,E,4
1668935400,4,23.33,71.93,1013.63,E,4
1668935700,4,23.26,72.02,1013.65,E,4
1668936000,2,23.26,72.2,1013.7,E,4
1668936300,4,23.2,72.27,1013.63,E,4
1668936600,4,23.15,72.29,1013.62,E,4
1668936900,4,23.15,72.3,1013.64,E,4
1668937200,2,23.08,72.32,1013.69,E,4
1668937500,2,23.06,72.51,1013.79,E,4
1668937800,2,23.08,72.72,1013.85,E,4
1668938100,2,23.1,72.87,1013.9,E,4
1668938400,2,23.09,73.02,1013.98,E,4
1668938700,4,23.06,73.22,1013.93,E,4
1668939000,4,23.06,73.3,1013.98,E,4
1668939300,2,23.09,73.41,1014.05,E,4
1668939600,4,23.1,73.41,1014.0,E,4
1668939900,2,23.13,73.58,1014.09,E,4
1668940200,4,23.12,73.71,1014.08,E,4
1668940500,1,23.13,73.71,1014.15,E,4
1668940800,1,23.13,73.65,1014.27,E,4
1668941100,1,23.14,73.6,1014.23,E,4
1668941400,1,23.17,73.42,1014.27,E,4
1668941700,1,23.17,73.33,1014.29,E,4
1668942000,1,23.14,73.26,1014.33,E,4
1668942300,1,23.1,73.19,1014.45,E,4
1668942600,1,23.1,72.8,1014.48,E,4
1668942900,1,23.11,72.7,1014.57,E,4
1668943200,1,23.08,72.38,1014.56,E,4
1668943500,1,23.06,72.33,1014.62,E,4
1668943800,1,23.04,72.32,1014.64,E,4
1668944100,1,23.04,72.29,1014.61,E,4
1668944400,1,23.08,72.2,1014.64,E,4
1668944700,1,23.08,71.82,1014.86,E,4
1668945000,1,23.11,71.8,1014.98,E,4
1668945300,1,23.13,71.8,1015.09,E,4
1668945600,1,23.17,71.62,1015.07,E,4
1668945900,1,23.15,71.52,1015.16,E,4
1668946200,1,23.16,71.47,1015.27,E,4
1668946500,1,23.16,71.41,1015.29,E,4
1668946800,1,23.17,71.42,1015.33,E,4
1668947100,1,23.17,71.63,1015.46,E,4
1668947400,1,23.2,71.66,1015.41,E,4
1668947700,1,23.2,71.73,1015.48,E,4
1668948000,1,23.13,71.92,1015.5,E,4
1668948300,1,23.11,72.04,1015.58,E,4
1668948600,1,23.1,72.32,1015.62,E,4
1668948900,1,23.06,72.49,1015.61,E,4
1668949200,7,23.01,72.66,1015.56,E,4
1668949500,1,22.95,72.95,1015.56,E,4
1668949800,1,22.9,73.01,1015.62,E,4
1668950100,1,22.9,73.21,1015.61,E,4
1668950400,7,22.89,72.98,1015.55,E,4
1668950700,1,22.9,72.98,1015.67,E,4
1668951000,1,22.89,72.85,1015.66,E,4
1668951300,1,22.9,72.87,1015.64,E,4
1668951600,1,22.94,72.78,1015.7,E,4
1668951900,1,22.95,72.49,1015.65,E,4
1668952200,1,22.95,72.45,1015.64,E,4
1668952500,1,22.97,72.35,1015.66,E,4
1668952800,1,22.94,72.34,1015.65,E,4
1668953100,1,22.94,72.5,1015.72,E,4
1668953400,1,22.96,72.47,1015.74,E,4
1668953700,1,22.94,72.83,1015.72,E,4
1668954000,1,22.92,72.77,1015.88,E,4
1668954300,1,22.94,72.74,1015.93,E,4
1668954600,1,22.97,72.67,1015.9,E,4
1668954900,1,22.96,72.61,1015.91,E,4
1668955200,1,22.94,72.34,1015.87,E,4
1668955500,1,22.91,72.35,1015.88,E,4
1668955800,1,22.88,72.4,1015.83,E,4
1668956100,1,22.87,72.2,1015.85,E,4
1668956400,7,22.87,72.23,1015.79,E,4
1668956700,7,22.94,71.97,1015.71,E,4
1668957000,1,22.97,71.72,1015.71,E,4
1668957300,1,23.03,71.74,1015.75,E,4
1668957600,1,22.96,71.5,1015.68,E,4
1668957900,1,23.08,71.51,1015.72,E,4
1668958200,1,23.02,71.59,1015.71,E,4
1668958500,7,22.94,71.38,1015.59,E,4
1668958800,7,22.79,71.14,1015.59,E,4
1668959100,1,22.67,71.22,1015.63,E,4
1668959400,7,22.6,71.35,1015.53,E,4
1668959700,7,22.59,71.69,1015.49,E,4
1668960000,7,22.57,72.03,1015.35,E,4
1668960300,7,22.55,72.35,1015.35,E,4
1668960600,1,22.55,72.61,1015.3,E,4
1668960900,1,22.57,72.65,1015.32,E,4
1668961200,1,22.59,72.51,1015.31,E,4
1668961500,7,22.57,72.19,1015.23,E,4
1668961800,1,22.55,72.07,1015.27,E,4
1668962100,7,22.54,71.93,1015.1,E,4
1668962400,7,22.56,72.13,1015.1,E,4
1668962700,1,22.55,71.86,1015.08,E,4
1668963000,1,22.55,71.74,1015.06,E,4
1668963300,1,22.5,71.72,1015.03,E,4
1668963600,1,22.53,71.81,1015.03,E,4
1668963900,7,22.55,71.85,1014.9,E,4
1668964200,7,22.52,72.01,1014.87,E,4
1668964500,1,22.53,72.02,1014.87,E,4
1668964800,7,22.55,71.88,1014.79,E,4
1668965100,1,22.56,71.79,1014.83,E,4
1668965400,7,22.57,71.58,1014.75,E,4
1668965700,1,22.58,71.43,1014.76,E,4
1668966000,7,22.55,71.02,1014.7,E,4
1668966300,1,22.57,71.22,1014.69,E,4
1668966600,1,22.55,70.97,1014.66,E,4
1668966900,1,22.57,70.95,1014.67,E,4
1668967200,1,22.55,70.69,1014.67,E,4
1668967500,1,22.52,70.51,1014.66,E,4
1668967800,1,22.5,70.54,1014.66,E,4
1668968100,7,22.48,70.66,1014.6,E,4
1668968400,7,22.43,70.89,1014.56,E,4
1668968700,1,22.42,70.64,1014.59,E,4
1668969000,1,22.39,70.66,1014.56,E,4
1668969300,1,22.36,70.62,1014.54,E,4
1668969600,7,22.35,70.6,1014.48,E,4
1668969900,1,22.32,70.85,1014.53,E,4
1668970200,1,22.34,70.88,1014.55,E,4
1668970500,7,22.35,70.95,1014.47,E,4
1668970800,1,22.31,71.05,1014.48,E,4
1668971100,1,22.31,71.12,1014.58,E,4
1668971400,1,22.29,71.33,1014.67,E,4
1668971700,1,22.29,71.42,1014.66,E,4
1668972000,1,22.32,71.51,1014.77,E,4
1668972300,1,22.36,71.44,1014.8,E,4
1668972600,1,22.36,71.55,1014.76,E,4
1668972900,7,22.32,71.74,1014.62,E,4
1668973200,7,22.3,71.7,1014.55,E,4
1668973500,1,22.28,71.74,1014.55,E,4
1668973800,1,22.29,71.82,1014.53,E,4
1668974100,7,22.29,71.88,1014.48,E,4
1668974400,7,22.25,71.95,1014.4,E,4
1668974700,7,22.21,71.94,1014.39,E,4
1668975000,1,22.22,71.98,1014.41,E,4
1668975300,1,22.22,71.92,1014.46,E,4
1668975600,1,22.26,71.92,1014.51,E,4
1668975900,1,22.27,71.75,1014.47,E,4
1668976200,1,22.28,71.78,1014.53,E,4
1668976500,1,22.29,71.74,1014.53,E,4
1668976800,1,22.34,71.76,1014.51,E,4
1668977100,1,22.3,71.69,1014.59,E,4
1668977400,1,22.31,71.61,1014.61,E,4
1668977700,1,22.31,71.65,1014.61,E,4
1668978000,1,22.3,71.78,1014.78,E,4
1668978300,1,22.32,71.9,1014.79,E,4
1668978600,1,22.32,71.81,1014.83,E,4
1668978900,1,22.35,71.82,1014.87,E,4
1668979200,1,22.37,71.93,1014.94,E,4
1668979500,1,22.33,71.64,1015.04,E,4
1668979800,1,22.29,71.59,1015.05,E,4
1668980100,1,22.25,71.6,1015.08,E,4
1668980400,7,22.26,71.42,1014.98,E,4
1668980700,1,22.27,71.33,1015.11,E,4
1668981000,1,22.32,71.34,1015.19,E,4
1668981300,1,22.34,71.31,1015.17,E,4
1668981600,1,22.32,71.31,1015.18,E,4
1668981900,1,22.27,71.21,1015.14,E,4
1668982200,1,22.24,71.09,1015.18,E,4
1668982500,1,22.23,71.08,1015.19,E,4
1668982800,1,22.21,71.02,1015.18,E,4
1668983100,1,22.22,70.98,1015.23,E,4
1668983400,1,22.25,70.74,1015.42,E,4
1668983700,1,22.27,70.72,1015.41,E,4
1668984000,7,22.28,70.77,1015.36,E,4
1668984300,1,22.3,70.73,1015.53,E,4
1668984600,1,22.33,70.8,1015.63,E,4
1668984900,1,22.37,70.8,1015.66,E,4
1668985200,1,22.38,71.07,1015.88,E,4
1668985500,1,22.4,71.08,1015.86,E,4
1668985800,7,22.37,70.86,1015.71,E,4
1668986100,1,22.38,70.98,1015.77,E,4
1668986400,1,22.39,70.63,1015.76,E,4
1668986700,1,22.4,70.52,1015.81,E,4
1668987000,1,22.45,70.68,1015.78,E,4
1668987300,1,22.47,70.39,1015.77,E,4
1668987600,1,22.49,70.08,1015.75,E,4
1668987900,1,22.5,70.05,1015.88,E,4
1668988200,1,22.54,69.94,1015.85,E,4
1668988500,1,22.52,69.86,1015.92,E,4
1668988800,1,22.47,69.95,1015.9,E,4
1668989100,1,22.42,70.34,1015.88,E,4
1668989400,1,22.45,70.64,1015.86,E,4
1668989700,1,22.46,70.68,1015.85,E,4
1668990000,1,22.51,70.53,1015.88,E,4
1668990300,1,22.52,70.16,1015.87,E,4
1668990600,1,22.56,70.02,1015.94,E,4
1668990900,1,22.61,69.94,1016.09,E,4
1668991200,1,22.66,69.99,1016.02,E,4
1668991500,7,22.69,70.12,1015.94,E,4
1668991800,1,22.76,70.3,1016.03,E,4
1668992100,1,22.86,70.44,1016.13,E,4
1668992400,1,22.92,70.54,1016.14,E,4
1668992700,1,22.93,70.57,1016.29,E,4
1668993000,1,22.86,70.58,1016.33,E,4
1668993300,1,22.92,70.65,1016.3,E,4
1668993600,1,22.87,70.68,1016.37,E,4
1668993900,1,22.91,70.6,1016.38,E,4
1668994200,1,22.98,70.55,1016.4,E,4
1668994500,1,22.93,70.46,1016.43,E,4
1668994800,1,22.99,70.53,1016.45,E,4
1668995100,1,23.1,70.53,1016.49,E,4
1668995400,1,23.11,70.56,1016.48,E,4
1668995700,1,23.12,70.51,1016.51,E,4
1668996000,1,23.1,70.55,1016.54,E,4
1668996300,7,23.19,70.51,1016.47,E,4
1668996600,1,23.37,70.51,1016.49,E,4
1668996900,7,23.49,70.42,1016.32,E,4
1668997200,1,23.58,70.49,1016.43,E,4
1668997500,1,23.68,70.35,1016.48,E,4
1668997800,1,23.76,70.38,1016.43,E,4
1668998100,7,23.73,70.37,1016.37,E,4
1668998400,7,23.77,70.4,1016.27,E,4
1668998700,7,23.83,70.37,1016.16,E,4
1668999000,1,23.86,70.43,1016.18,E,4
1668999300,7,23.96,70.51,1016.1,E,4
1668999600,7,23.92,70.47,1015.97,E,4
1668999900,7,23.92,70.34,1015.84,E,4
1669000200,7,23.82,70.25,1015.76,E,4
1669000500,1,23.78,70.17,1015.8,E,4
1669000800,7,23.82,70.19,1015.66,E,4
1669001100,7,23.78,70.11,1015.63,E,4
1669001400,7,23.82,70.02,1015.5,E,4
1669001700,1,23.75,69.96,1015.62,E,4
1669002000,7,23.72,69.79,1015.49,E,4
1669002300,7,23.66,69.46,1015.4,E,4
1669002600,7,23.58,69.35,1015.39,E,4
1669002900,1,23.54,69.37,1015.37,E,4
1669003200,7,23.54,69.34,1015.29,E,4
1669003500,1,23.61,69.51,1015.29,E,4
1669003800,7,23.72,69.69,1015.17,E,4
1669004100,7,23.84,69.88,1015.09,E,4
1669004400,1,23.88,69.85,1015.11,E,4
1669004700,7,23.97,69.85,1015.03,E,4
1669005000,7,24.0,69.97,1014.77,E,4
1669005300,1,24.06,70.08,1014.88,E,4
1669005600,7,24.17,70.18,1014.75,E,4
1669005900,7,24.04,70.08,1014.73,E,4
1669006200,1,24.06,70.15,1014.72,E,4
1669006500,7,24.11,70.18,1014.67,E,4
1669006800,7,24.15,70.18,1014.53,E,4
1669007100,7,24.22,70.23,1014.29,E,4
1669007400,1,24.22,70.15,1014.38,E,4
1669007700,1,24.08,70.4,1014.33,E,4
1669008000,1,23.97,70.56,1014.32,E,4
1669008300,7,23.84,70.61,1014.23,E,4
1669008600,7,23.81,70.75,1014.15,E,4
1669008900,14,23.82,70.69,1013.98,E,4
1669009200,4,23.8,70.66,1014.03,E,4
1669009500,4,23.75,70.65,1014.04,E,4
1669009800,4,23.72,70.58,1013.99,E,4
1669010100,14,23.75,70.58,1013.74,E,4
1669010400,14,23.7,70.59,1013.62,E,4
1669010700,14,23.6,70.64,1013.63,E,4
1669011000,4,23.55,70.83,1013.62,E,4
1669011300,4,23.55,70.96,1013.58,E,4
1669011600,4,23.51,70.94,1013.59,E,4
1669011900,14,23.56,70.87,1013.46,E,4
1669012200,14,23.64,70.86,1013.46,E,4
1669012500,14,23.67,70.77,1013.34,E,4
1669012800,14,23.71,70.69,1013.29,E,4
1669013100,4,23.75,70.77,1013.3,E,4
1669013400,14,23.82,70.85,1013.19,E,4
1669013700,4,23.76,70.97,1013.23,E,4
1669014000,4,23.64,71.03,1013.17,E,4
1669014300,4,23.72,71.21,1013.15,E,4
1669014600,4,23.7,71.19,1013.14,E,4
1669014900,14,23.72,71.37,1013.04,E,4
1669015200,4,23.72,71.53,1013.05,E,4
1669015500,4,23.68,71.7,1013.07,E,4
1669015800,4,23.6,72.27,1013.02,E,4
1669016100,4,23.51,72.61,1013.07,E,4
1669016400,4,23.41,72.84,1013.06,E,4
1669016700,4,23.38,73.14,1013.1,E,4
1669017000,14,23.39,73.28,1012.96,E,4
1669017300,14,23.33,73.37,1012.95,E,4
1669017600,4,23.34,73.67,1012.91,E,4
1669017900,4,23.21,73.61,1012.89,E,4
1669018200,2,23.16,73.81,1013.03,E,4
1669018500,2,23.13,73.72,1013.07,E,4
1669018800,4,23.15,73.78,1013.06,E,4
1669019100,2,23.18,73.8,1013.14,E,4
1669019400,2,23.12,74.25,1013.16,E,4
1669019700,2,23.04,74.47,1013.28,E,4
1669020000,2,22.95,74.47,1013.34,E,4
1669020300,4,22.85,74.35,1013.33,E,4
1669020600,2,22.78,74.59,1013.43,E,4
1669020900,2,22.73,74.74,1013.57,E,4
1669021200,2,22.67,74.55,1013.65,E,4
1669021500,2,22.64,74.58,1013.77,E,4
1669021800,2,22.62,74.49,1013.88,E,4
1669022100,14,22.61,74.64,1013.57,E,4
1669022400,14,22.52,74.53,1013.66,E,4
1669022700,2,22.45,74.59,1013.81,E,4
1669023000,4,22.32,74.38,1013.74,E,4
1669023300,4,22.24,74.63,1013.73,E,4
1669023600,2,22.15,74.29,1013.81,E,4
1669023900,14,22.18,74.49,1013.7,E,4
1669024200,4,22.23,74.55,1013.73,E,4
1669024500,2,22.26,74.55,1013.81,E,4
1669024800,2,22.22,74.66,1013.92,E,4
1669025100,2,22.27,74.62,1013.93,E,4
1669025400,4,22.29,74.29,1013.9,E,4
1669025700,4,22.33,74.29,1013.94,E,4
1669026000,2,22.4,73.98,1014.06,E,4
1669026300,1,22.38,73.82,1014.15,E,4
1669026600,1,22.42,73.94,1014.22,E,4
1669026900,1,22.39,73.95,1014.28,E,4
1669027200,7,22.39,73.91,1014.19,E,4
1669027500,1,22.37,73.71,1014.25,E,4
1669027800,1,22.32,73.62,1014.3,E,4
1669028100,1,22.29,73.36,1014.46,E,4
1669028400,1,22.23,73.03,1014.47,E,4
1669028700,1,22.29,72.92,1014.49,E,4
1669029000,1,22.27,72.9,1014.52,E,4
1669029300,1,22.25,72.89,1014.57,E,4
1669029600,1,22.27,72.96,1014.63,E,4
1669029900,1,22.23,73.08,1014.79,E,4
1669030200,1,22.17,72.87,1014.79,E,4
1669030500,1,22.17,73.88,1014.91,E,4
1669030800,1,22.16,73.84,1014.9,E,4
1669031100,1,22.06,73.57,1015.03,E,4
1669031400,1,22.08,73.7,1015.05,E,4
1669031700,1,22.03,73.62,1015.06,E,4
1669032000,1,21.97,73.87,1015.32,E,4
1669032300,1,21.96,74.03,1015.28,E,4
1669032600,1,21.91,73.9,1015.29,E,4
1669032900,1,21.86,73.7,1015.46,E,4
1669033200,1,21.94,73.81,1015.51,E,4
1669033500,1,22.0,73.96,1015.53,E,4
1669033800,1,21.98,73.97,1015.54,E,4
1669034100,1,21.94,73.64,1015.55,E,4
1669034400,7,21.97,73.42,1015.46,E,4
1669034700,7,21.97,73.3,1015.43,E,4
1669035000,1,21.98,73.37,1015.55,E,4
1669035300,1,21.99,73.33,1015.59,E,4
1669035600,1,21.99,73.69,1015.66,E,4
1669035900,1,22.04,73.62,1015.65,E,4
1669036200,1,22.01,73.64,1015.67,E,4
1669036500,1,22.0,73.7,1015.65,E,4
1669036800,1,22.01,73.58,1015.72,E,4
1669037100,1,22.08,73.46,1015.77,E,4
1669037400,1,22.06,73.44,1015.8,E,4
1669037700,1,22.07,73.48,1015.77,E,4
1669038000,1,22.08,73.88,1015.83,E,4
1669038300,1,22.07,73.88,1015.84,E,4
1669038600,1,22.1,74.03,1015.85,E,4
1669038900,1,22.14,74.24,1015.86,E,4
1669039200,1,22.11,74.0,1015.91,E,4
1669039500,7,22.13,73.91,1015.75,E,4
1669039800,1,22.11,73.72,1015.87,E,4
1669040100,1,22.1,73.92,1015.87,E,4
1669040400,1,22.15,74.06,1015.87,E,4
1669040700,1,22.16,74.14,1015.9,E,4
1669041000,1,22.12,74.13,1015.91,E,4
1669041300,1,22.12,74.25,1016.02,E,4
1669041600,1,22.14,74.29,1016.05,E,4
1669041900,1,22.12,74.22,1016.0,E,4
1669042200,1,22.15,74.5,1016.02,E,4
1669042500,1,22.14,74.59,1016.02,E,4
1669042800,1,22.17,74.71,1016.03,E,4
1669043100,7,22.22,74.84,1015.92,E,4
1669043400,1,22.22,74.66,1016.23,E,4
1669043700,1,22.23,74.5,1016.13,E,4
1669044000,1,22.24,74.44,1016.15,E,4
1669044300,1,22.2,74.29,1016.13,E,4
1669044600,7,22.21,74.19,1016.06,E,4
1669044900,1,22.2,73.9,1016.13,E,4
1669045200,1,22.2,73.86,1016.05,E,4
1669045500,7,22.18,73.96,1016.0,E,4
1669045800,1,22.22,73.93,1016.0,E,4
1669046100,1,22.2,73.82,1015.97,E,4
1669046400,7,22.24,74.44,1015.88,E,4
1669046700,7,22.21,74.54,1015.86,E,4
1669047000,1,22.22,74.3,1015.87,E,4
1669047300,7,22.23,74.46,1015.78,E,4
1669047600,7,22.24,74.27,1015.61,E,4
1669047900,7,22.21,74.04,1015.64,E,4
1669048200,1,22.25,74.16,1015.62,E,4
1669048500,7,22.25,74.21,1015.55,E,4
1669048800,7,22.24,74.14,1015.53,E,4
1669049100,7,22.26,74.13,1015.42,E,4
1669049400,1,22.27,74.05,1015.47,E,4
1669049700,1,22.27,74.08,1015.4,E,4
1669050000,7,22.25,73.87,1015.33,E,4
1669050300,7,22.26,73.89,1015.15,E,4
1669050600,7,22.22,73.89,1015.07,E,4
1669050900,1,22.22,73.89,1015.09,E,4
1669051200,1,22.22,73.71,1015.08,E,4
1669051500,7,22.22,73.69,1014.98,E,4
1669051800,1,22.21,73.77,1015.02,E,4
1669052100,1,22.21,73.76,1014.99,E,4
1669052400,1,22.24,73.77,1014.98,E,4
1669052700,7,22.24,73.76,1014.9,E,4
1669053000,7,22.23,73.82,1014.81,E,4
1669053300,7,22.24,73.68,1014.73,E,4
1669053600,1,22.28,73.59,1014.72,E,4
1669053900,1,22.29,73.54,1014.69,E,4
1669054200,7,22.29,73.53,1014.65,E,4
1669054500,7,22.26,73.59,1014.61,E,4
1669054800,7,22.17,73.64,1014.49,E,4
1669055100,1,22.01,73.69,1014.5,E,4
1669055400,7,21.96,73.76,1014.41,E,4
1669055700,7,21.95,73.79,1014.34,E,4
1669056000,1,21.96,73.84,1014.37,E,4
1669056300,1,21.96,73.9,1014.42,E,4
1669056600,7,21.95,73.9,1014.3,E,4
1669056900,1,21.96,74.01,1014.38,E,4
1669057200,7,21.93,74.02,1014.28,E,4
1669057500,7,21.9,74.01,1014.2,E,4
1669057800,14,21.92,74.0,1014.11,E,4
1669058100,14,21.92,74.07,1014.01,E,4
1669058400,4,21.92,74.04,1014.08,E,4
1669058700,14,21.9,74.05,1013.91,E,4
1669059000,14,21.9,73.99,1013.85,E,4
1669059300,14,21.92,73.97,1013.81,E,4
1669059600,4,21.91,73.92,1013.88,E,4
1669059900,2,21.96,73.92,1013.93,E,4
1669060200,2,21.95,73.93,1013.98,E,4
1669060500,4,21.88,73.89,1013.96,E,4
1669060800,4,21.89,74.01,1013.97,E,4
1669061100,4,21.92,73.84,1013.95,E,4
1669061400,4,21.97,73.9,1013.92,E,4
1669061700,4,21.97,73.95,1013.89,E,4
1669062000,4,21.99,73.89,1013.86,E,4
1669062300,4,21.96,73.84,1013.86,E,4
1669062600,4,21.94,73.76,1013.89,E,4
1669062900,2,22.0,73.77,1013.95,E,4
1669063200,4,22.02,73.82,1013.95,E,4
1669063500,4,22.07,73.79,1013.97,E,4
